,Unnamed: 0,videoname,axis,n_frame,n_landmark,coordinate,classes
200,1700,aprender_18,x,4,50,0.6396121978759766,aprender
201,1701,aprender_18,x,4,51,0.6247187256813049,aprender
202,1702,aprender_18,x,4,52,0.6162819862365723,aprender
203,1703,aprender_18,x,4,53,0.6107407212257385,aprender
204,1704,aprender_18,x,4,54,1.0,aprender
205,1705,aprender_18,x,4,55,1.0,aprender
206,1706,aprender_18,x,4,56,1.0,aprender
207,1707,aprender_18,x,4,57,1.0,aprender
208,1708,aprender_18,x,4,58,1.0,aprender
209,1709,aprender_18,x,4,59,1.0,aprender
210,1710,aprender_18,x,4,60,1.0,aprender
211,1711,aprender_18,x,4,61,1.0,aprender
212,1712,aprender_18,x,4,62,1.0,aprender
213,1713,aprender_18,x,4,63,1.0,aprender
214,1714,aprender_18,x,4,64,1.0,aprender
215,1715,aprender_18,x,4,65,1.0,aprender
216,1716,aprender_18,x,4,66,1.0,aprender
217,1717,aprender_18,x,4,67,1.0,aprender
218,1718,aprender_18,x,4,68,1.0,aprender
219,1719,aprender_18,x,4,69,1.0,aprender
220,1720,aprender_18,x,4,70,1.0,aprender
221,1721,aprender_18,x,4,71,1.0,aprender
222,1722,aprender_18,x,4,72,1.0,aprender
223,1723,aprender_18,x,4,73,1.0,aprender
224,1724,aprender_18,x,4,74,1.0,aprender
225,1725,aprender_18,x,6,0,0.4949209094047546,aprender
226,1726,aprender_18,x,6,1,0.5281683206558228,aprender
227,1727,aprender_18,x,6,2,0.5464231967926025,aprender
228,1728,aprender_18,x,6,3,0.5583070516586304,aprender
229,1729,aprender_18,x,6,4,0.4702910482883453,aprender
230,1730,aprender_18,x,6,5,0.4525137543678283,aprender
231,1731,aprender_18,x,6,6,0.4331241548061371,aprender
232,1732,aprender_18,x,6,7,0.5902886986732483,aprender
233,1733,aprender_18,x,6,8,0.410504013299942,aprender
234,1734,aprender_18,x,6,9,0.5330626368522644,aprender
235,1735,aprender_18,x,6,10,0.4570465385913849,aprender
236,1736,aprender_18,x,6,11,0.7107121348381042,aprender
237,1737,aprender_18,x,6,12,0.2748474776744842,aprender
238,1738,aprender_18,x,6,13,0.8089316487312317,aprender
239,1739,aprender_18,x,6,14,0.1727673113346099,aprender
240,1740,aprender_18,x,6,15,0.6232678294181824,aprender
241,1741,aprender_18,x,6,16,0.3794115483760834,aprender
242,1742,aprender_18,x,6,17,0.5542849898338318,aprender
243,1743,aprender_18,x,6,18,0.4466207325458526,aprender
244,1744,aprender_18,x,6,19,0.5190602540969849,aprender
245,1745,aprender_18,x,6,20,0.4886312186717987,aprender
246,1746,aprender_18,x,6,21,0.5327093601226807,aprender
247,1747,aprender_18,x,6,22,0.4728360176086426,aprender
258,1758,aprender_18,x,6,33,1.0,aprender
259,1759,aprender_18,x,6,34,1.0,aprender
260,1760,aprender_18,x,6,35,1.0,aprender
261,1761,aprender_18,x,6,36,1.0,aprender
262,1762,aprender_18,x,6,37,1.0,aprender
263,1763,aprender_18,x,6,38,1.0,aprender
264,1764,aprender_18,x,6,39,1.0,aprender
265,1765,aprender_18,x,6,40,1.0,aprender
266,1766,aprender_18,x,6,41,1.0,aprender
267,1767,aprender_18,x,6,42,1.0,aprender
268,1768,aprender_18,x,6,43,1.0,aprender
269,1769,aprender_18,x,6,44,1.0,aprender
270,1770,aprender_18,x,6,45,1.0,aprender
271,1771,aprender_18,x,6,46,1.0,aprender
272,1772,aprender_18,x,6,47,1.0,aprender
273,1773,aprender_18,x,6,48,1.0,aprender
274,1774,aprender_18,x,6,49,1.0,aprender
275,1775,aprender_18,x,6,50,1.0,aprender
276,1776,aprender_18,x,6,51,1.0,aprender
277,1777,aprender_18,x,6,52,1.0,aprender
278,1778,aprender_18,x,6,53,1.0,aprender
279,1779,aprender_18,x,6,54,0.3968810439109802,aprender
280,1780,aprender_18,x,6,55,0.4576236009597778,aprender
281,1781,aprender_18,x,6,56,0.5176655054092407,aprender
282,1782,aprender_18,x,6,57,0.558812141418457,aprender
283,1783,aprender_18,x,6,58,0.5850644111633301,aprender
284,1784,aprender_18,x,6,59,0.5436091423034668,aprender
285,1785,aprender_18,x,6,60,0.5757534503936768,aprender
286,1786,aprender_18,x,6,61,0.5893741250038147,aprender
287,1787,aprender_18,x,6,62,0.5971018671989441,aprender
288,1788,aprender_18,x,6,63,0.5179422497749329,aprender
289,1789,aprender_18,x,6,64,0.5478777289390564,aprender
290,1790,aprender_18,x,6,65,0.5556939840316772,aprender
291,1791,aprender_18,x,6,66,0.5577217936515808,aprender
292,1792,aprender_18,x,6,67,0.4842070341110229,aprender
293,1793,aprender_18,x,6,68,0.507539689540863,aprender
294,1794,aprender_18,x,6,69,0.5132976770401001,aprender
295,1795,aprender_18,x,6,70,0.5139294862747192,aprender
296,1796,aprender_18,x,6,71,0.4446269869804382,aprender
297,1797,aprender_18,x,6,72,0.4584358334541321,aprender
298,1798,aprender_18,x,6,73,0.4635700583457947,aprender
299,1799,aprender_18,x,6,74,0.4643138647079468,aprender
300,1800,aprender_18,x,8,0,0.4924839437007904,aprender
301,1801,aprender_18,x,8,1,0.5251362919807434,aprender
302,1802,aprender_18,x,8,2,0.5437917709350586,aprender
303,1803,aprender_18,x,8,3,0.5557989478111267,aprender
304,1804,aprender_18,x,8,4,0.4684630334377289,aprender
305,1805,aprender_18,x,8,5,0.4506381154060364,aprender
306,1806,aprender_18,x,8,6,0.4314790070056915,aprender
307,1807,aprender_18,x,8,7,0.589492678642273,aprender
308,1808,aprender_18,x,8,8,0.411060631275177,aprender
309,1809,aprender_18,x,8,9,0.5314616560935974,aprender
310,1810,aprender_18,x,8,10,0.4566259682178497,aprender
311,1811,aprender_18,x,8,11,0.7119113802909851,aprender
312,1812,aprender_18,x,8,12,0.2778238952159881,aprender
313,1813,aprender_18,x,8,13,0.8026940226554871,aprender
314,1814,aprender_18,x,8,14,0.1412769854068756,aprender
315,1815,aprender_18,x,8,15,0.5787697434425354,aprender
316,1816,aprender_18,x,8,16,0.4004576504230499,aprender
317,1817,aprender_18,x,8,17,0.504163920879364,aprender
318,1818,aprender_18,x,8,18,0.4742069244384765,aprender
319,1819,aprender_18,x,8,19,0.4859541356563568,aprender
320,1820,aprender_18,x,8,20,0.522469699382782,aprender
321,1821,aprender_18,x,8,21,0.5007640719413757,aprender
322,1822,aprender_18,x,8,22,0.507558286190033,aprender
333,1833,aprender_18,x,8,33,0.441400408744812,aprender
334,1834,aprender_18,x,8,34,0.4986785352230072,aprender
335,1835,aprender_18,x,8,35,0.554331362247467,aprender
336,1836,aprender_18,x,8,36,0.5892335772514343,aprender
337,1837,aprender_18,x,8,37,0.6135935187339783,aprender
338,1838,aprender_18,x,8,38,0.559228241443634,aprender
339,1839,aprender_18,x,8,39,0.5853725671768188,aprender
340,1840,aprender_18,x,8,40,0.5804539918899536,aprender
341,1841,aprender_18,x,8,41,0.5794579386711121,aprender
342,1842,aprender_18,x,8,42,0.5250621438026428,aprender
343,1843,aprender_18,x,8,43,0.5447755455970764,aprender
344,1844,aprender_18,x,8,44,0.5387167930603027,aprender
345,1845,aprender_18,x,8,45,0.5337762832641602,aprender
346,1846,aprender_18,x,8,46,0.4838345646858215,aprender
347,1847,aprender_18,x,8,47,0.4985630214214325,aprender
348,1848,aprender_18,x,8,48,0.4979801177978515,aprender
349,1849,aprender_18,x,8,49,0.4963436722755432,aprender
350,1850,aprender_18,x,8,50,0.4378790259361267,aprender
351,1851,aprender_18,x,8,51,0.4509405493736267,aprender
352,1852,aprender_18,x,8,52,0.4534146785736084,aprender
353,1853,aprender_18,x,8,53,0.4556618630886078,aprender
354,1854,aprender_18,x,8,54,0.4185414910316467,aprender
355,1855,aprender_18,x,8,55,0.480938047170639,aprender
356,1856,aprender_18,x,8,56,0.5356534719467163,aprender
357,1857,aprender_18,x,8,57,0.572329044342041,aprender
358,1858,aprender_18,x,8,58,0.5962486267089844,aprender
359,1859,aprender_18,x,8,59,0.5555095672607422,aprender
360,1860,aprender_18,x,8,60,0.6115193367004395,aprender
361,1861,aprender_18,x,8,61,0.6600914001464844,aprender
362,1862,aprender_18,x,8,62,0.6986490488052368,aprender
363,1863,aprender_18,x,8,63,0.5315219759941101,aprender
364,1864,aprender_18,x,8,64,0.5671073198318481,aprender
365,1865,aprender_18,x,8,65,0.5690177083015442,aprender
366,1866,aprender_18,x,8,66,0.5658922791481018,aprender
367,1867,aprender_18,x,8,67,0.4933471381664276,aprender
368,1868,aprender_18,x,8,68,0.5169568657875061,aprender
369,1869,aprender_18,x,8,69,0.5104811787605286,aprender
370,1870,aprender_18,x,8,70,0.5051270127296448,aprender
371,1871,aprender_18,x,8,71,0.4486073553562164,aprender
372,1872,aprender_18,x,8,72,0.4639069139957428,aprender
373,1873,aprender_18,x,8,73,0.4606575071811676,aprender
374,1874,aprender_18,x,8,74,0.4568128287792206,aprender
375,1875,aprender_18,x,9,0,0.4920471310615539,aprender
376,1876,aprender_18,x,9,1,0.5249910354614258,aprender
377,1877,aprender_18,x,9,2,0.543590784072876,aprender
378,1878,aprender_18,x,9,3,0.5558657050132751,aprender
379,1879,aprender_18,x,9,4,0.4678927958011627,aprender
380,1880,aprender_18,x,9,5,0.4498079419136047,aprender
381,1881,aprender_18,x,9,6,0.4306611716747284,aprender
382,1882,aprender_18,x,9,7,0.5893505215644836,aprender
383,1883,aprender_18,x,9,8,0.4107140898704529,aprender
384,1884,aprender_18,x,9,9,0.5312516093254089,aprender
385,1885,aprender_18,x,9,10,0.4562636017799377,aprender
386,1886,aprender_18,x,9,11,0.7097659111022949,aprender
387,1887,aprender_18,x,9,12,0.2827739417552948,aprender
388,1888,aprender_18,x,9,13,0.8001435995101929,aprender
389,1889,aprender_18,x,9,14,0.1299971044063568,aprender
390,1890,aprender_18,x,9,15,0.5953478813171387,aprender
391,1891,aprender_18,x,9,16,0.4084650874137878,aprender
392,1892,aprender_18,x,9,17,0.5274218320846558,aprender
393,1893,aprender_18,x,9,18,0.4850173592567444,aprender
394,1894,aprender_18,x,9,19,0.5024363994598389,aprender
395,1895,aprender_18,x,9,20,0.528225302696228,aprender
396,1896,aprender_18,x,9,21,0.5183237195014954,aprender
397,1897,aprender_18,x,9,22,0.5125625133514404,aprender
408,1908,aprender_18,x,9,33,1.0,aprender
409,1909,aprender_18,x,9,34,1.0,aprender
410,1910,aprender_18,x,9,35,1.0,aprender
411,1911,aprender_18,x,9,36,1.0,aprender
412,1912,aprender_18,x,9,37,1.0,aprender
413,1913,aprender_18,x,9,38,1.0,aprender
414,1914,aprender_18,x,9,39,1.0,aprender
415,1915,aprender_18,x,9,40,1.0,aprender
416,1916,aprender_18,x,9,41,1.0,aprender
417,1917,aprender_18,x,9,42,1.0,aprender
418,1918,aprender_18,x,9,43,1.0,aprender
419,1919,aprender_18,x,9,44,1.0,aprender
420,1920,aprender_18,x,9,45,1.0,aprender
421,1921,aprender_18,x,9,46,1.0,aprender
422,1922,aprender_18,x,9,47,1.0,aprender
423,1923,aprender_18,x,9,48,1.0,aprender
424,1924,aprender_18,x,9,49,1.0,aprender
425,1925,aprender_18,x,9,50,1.0,aprender
426,1926,aprender_18,x,9,51,1.0,aprender
427,1927,aprender_18,x,9,52,1.0,aprender
428,1928,aprender_18,x,9,53,1.0,aprender
429,1929,aprender_18,x,9,54,0.4093132615089416,aprender
430,1930,aprender_18,x,9,55,0.468848168849945,aprender
431,1931,aprender_18,x,9,56,0.5260022878646851,aprender
432,1932,aprender_18,x,9,57,0.5641829967498779,aprender
433,1933,aprender_18,x,9,58,0.5874381065368652,aprender
434,1934,aprender_18,x,9,59,0.5534887313842773,aprender
435,1935,aprender_18,x,9,60,0.6048995852470398,aprender
436,1936,aprender_18,x,9,61,0.6470252871513367,aprender
437,1937,aprender_18,x,9,62,0.6808005571365356,aprender
438,1938,aprender_18,x,9,63,0.5268527269363403,aprender
439,1939,aprender_18,x,9,64,0.5581618547439575,aprender
440,1940,aprender_18,x,9,65,0.5600904822349548,aprender
441,1941,aprender_18,x,9,66,0.5568282008171082,aprender
442,1942,aprender_18,x,9,67,0.4874860644340515,aprender
443,1943,aprender_18,x,9,68,0.5096748471260071,aprender
444,1944,aprender_18,x,9,69,0.5067681074142456,aprender
445,1945,aprender_18,x,9,70,0.5022122859954834,aprender
446,1946,aprender_18,x,9,71,0.4419396519660949,aprender
447,1947,aprender_18,x,9,72,0.4479313492774963,aprender
448,1948,aprender_18,x,9,73,0.4443076550960541,aprender
449,1949,aprender_18,x,9,74,0.4385600686073303,aprender
450,1950,aprender_18,x,10,0,0.4917111098766327,aprender
451,1951,aprender_18,x,10,1,0.5249592065811157,aprender
452,1952,aprender_18,x,10,2,0.54353928565979,aprender
453,1953,aprender_18,x,10,3,0.5558590292930603,aprender
454,1954,aprender_18,x,10,4,0.4676527082920074,aprender
455,1955,aprender_18,x,10,5,0.4496375322341919,aprender
456,1956,aprender_18,x,10,6,0.4304609894752502,aprender
457,1957,aprender_18,x,10,7,0.5893396735191345,aprender
458,1958,aprender_18,x,10,8,0.4102715849876404,aprender
459,1959,aprender_18,x,10,9,0.5308201313018799,aprender
460,1960,aprender_18,x,10,10,0.455837070941925,aprender
461,1961,aprender_18,x,10,11,0.7086146473884583,aprender
462,1962,aprender_18,x,10,12,0.283389151096344,aprender
463,1963,aprender_18,x,10,13,0.8010892868041992,aprender
464,1964,aprender_18,x,10,14,0.1234274804592132,aprender
465,1965,aprender_18,x,10,15,0.6112125515937805,aprender
466,1966,aprender_18,x,10,16,0.398624062538147,aprender
467,1967,aprender_18,x,10,17,0.5499410629272461,aprender
468,1968,aprender_18,x,10,18,0.4726465046405792,aprender
469,1969,aprender_18,x,10,19,0.523869514465332,aprender
470,1970,aprender_18,x,10,20,0.5070931315422058,aprender
471,1971,aprender_18,x,10,21,0.5350931286811829,aprender
472,1972,aprender_18,x,10,22,0.493022084236145,aprender
483,1983,aprender_18,x,10,33,0.5930614471435547,aprender
484,1984,aprender_18,x,10,34,0.6234795451164246,aprender
485,1985,aprender_18,x,10,35,0.6505149602890015,aprender
486,1986,aprender_18,x,10,36,0.6721571683883667,aprender
487,1987,aprender_18,x,10,37,0.6887860298156738,aprender
488,1988,aprender_18,x,10,38,0.6070692539215088,aprender
489,1989,aprender_18,x,10,39,0.5977062582969666,aprender
490,1990,aprender_18,x,10,40,0.586556077003479,aprender
491,1991,aprender_18,x,10,41,0.5791147351264954,aprender
492,1992,aprender_18,x,10,42,0.5724131464958191,aprender
493,1993,aprender_18,x,10,43,0.5538907647132874,aprender
494,1994,aprender_18,x,10,44,0.5432490706443787,aprender
495,1995,aprender_18,x,10,45,0.5375050902366638,aprender
496,1996,aprender_18,x,10,46,0.5440812706947327,aprender
497,1997,aprender_18,x,10,47,0.5218620896339417,aprender
498,1998,aprender_18,x,10,48,0.5108650326728821,aprender
499,1999,aprender_18,x,10,49,0.5016258358955383,aprender
500,2000,aprender_18,x,10,50,0.5234878063201904,aprender
501,2001,aprender_18,x,10,51,0.4999245405197143,aprender
502,2002,aprender_18,x,10,52,0.486452043056488,aprender
503,2003,aprender_18,x,10,53,0.4766271114349365,aprender
504,2004,aprender_18,x,10,54,0.3578922152519226,aprender
505,2005,aprender_18,x,10,55,0.4071857333183288,aprender
506,2006,aprender_18,x,10,56,0.4683602154254913,aprender
507,2007,aprender_18,x,10,57,0.5057848691940308,aprender
508,2008,aprender_18,x,10,58,0.5234987139701843,aprender
509,2009,aprender_18,x,10,59,0.5279507040977478,aprender
510,2010,aprender_18,x,10,60,0.5690138936042786,aprender
511,2011,aprender_18,x,10,61,0.5521413683891296,aprender
512,2012,aprender_18,x,10,62,0.5311834812164307,aprender
513,2013,aprender_18,x,10,63,0.5189098119735718,aprender
514,2014,aprender_18,x,10,64,0.5493902564048767,aprender
515,2015,aprender_18,x,10,65,0.5301240682601929,aprender
516,2016,aprender_18,x,10,66,0.5103012919425964,aprender
517,2017,aprender_18,x,10,67,0.499891847372055,aprender
518,2018,aprender_18,x,10,68,0.5208808183670044,aprender
519,2019,aprender_18,x,10,69,0.5025575757026672,aprender
520,2020,aprender_18,x,10,70,0.4835591614246368,aprender
521,2021,aprender_18,x,10,71,0.4734519124031067,aprender
522,2022,aprender_18,x,10,72,0.4874776005744934,aprender
523,2023,aprender_18,x,10,73,0.4723917245864868,aprender
524,2024,aprender_18,x,10,74,0.4570745527744293,aprender
525,2025,aprender_18,x,12,0,0.4903744757175445,aprender
526,2026,aprender_18,x,12,1,0.5234875679016113,aprender
527,2027,aprender_18,x,12,2,0.5421537756919861,aprender
528,2028,aprender_18,x,12,3,0.5544400811195374,aprender
529,2029,aprender_18,x,12,4,0.467037171125412,aprender
530,2030,aprender_18,x,12,5,0.4492017924785614,aprender
531,2031,aprender_18,x,12,6,0.4301458597183227,aprender
532,2032,aprender_18,x,12,7,0.5842429399490356,aprender
533,2033,aprender_18,x,12,8,0.4105004668235779,aprender
534,2034,aprender_18,x,12,9,0.5304447412490845,aprender
535,2035,aprender_18,x,12,10,0.4551198482513428,aprender
536,2036,aprender_18,x,12,11,0.7089723944664001,aprender
537,2037,aprender_18,x,12,12,0.2852662205696106,aprender
538,2038,aprender_18,x,12,13,0.8019958734512329,aprender
539,2039,aprender_18,x,12,14,0.125700294971466,aprender
540,2040,aprender_18,x,12,15,0.628987729549408,aprender
541,2041,aprender_18,x,12,16,0.3917304873466491,aprender
542,2042,aprender_18,x,12,17,0.5769506096839905,aprender
543,2043,aprender_18,x,12,18,0.4663444459438324,aprender
544,2044,aprender_18,x,12,19,0.5625417828559875,aprender
545,2045,aprender_18,x,12,20,0.4700140058994293,aprender
546,2046,aprender_18,x,12,21,0.5781984329223633,aprender
547,2047,aprender_18,x,12,22,0.4526336789131164,aprender
558,2058,aprender_18,x,12,33,0.6131778955459595,aprender
