videoname,axis,n_frame,n_landmark,coordinate
ahora_243,y,4,19,0.5816367864608765
ahora_243,y,4,20,0.6003227233886719
ahora_243,y,4,21,0.579001247882843
ahora_243,y,4,22,0.5976728200912476
ahora_243,y,6,0,0.20601226389408112
ahora_243,y,6,1,0.16636088490486145
ahora_243,y,6,2,0.16542796790599823
ahora_243,y,6,3,0.1652897298336029
ahora_243,y,6,4,0.16792558133602142
ahora_243,y,6,5,0.1674053817987442
ahora_243,y,6,6,0.16769935190677643
ahora_243,y,6,7,0.1832490861415863
ahora_243,y,6,8,0.18892617523670197
ahora_243,y,6,9,0.24543870985507965
ahora_243,y,6,10,0.24693460762500763
ahora_243,y,6,11,0.38773107528686523
ahora_243,y,6,12,0.3873174786567688
ahora_243,y,6,13,0.6760358214378357
ahora_243,y,6,14,0.6838103532791138
ahora_243,y,6,15,0.5888753533363342
ahora_243,y,6,16,0.6211944818496704
ahora_243,y,6,17,0.5789896249771118
ahora_243,y,6,18,0.612040102481842
ahora_243,y,6,19,0.5465346574783325
ahora_243,y,6,20,0.5822868943214417
ahora_243,y,6,21,0.5490771532058716
ahora_243,y,6,22,0.5838737487792969
ahora_243,y,7,0,0.1984454244375229
ahora_243,y,7,1,0.16186542809009552
ahora_243,y,7,2,0.16173125803470612
ahora_243,y,7,3,0.1615937203168869
ahora_243,y,7,4,0.16308926045894623
ahora_243,y,7,5,0.16330486536026
ahora_243,y,7,6,0.16394014656543732
ahora_243,y,7,7,0.1801566183567047
ahora_243,y,7,8,0.18719111382961273
ahora_243,y,7,9,0.2410513311624527
ahora_243,y,7,10,0.2421206682920456
ahora_243,y,7,11,0.38672110438346863
ahora_243,y,7,12,0.38657066226005554
ahora_243,y,7,13,0.6777704358100891
ahora_243,y,7,14,0.6838233470916748
ahora_243,y,7,15,0.5490316152572632
ahora_243,y,7,16,0.5857186913490295
ahora_243,y,7,17,0.5160417556762695
ahora_243,y,7,18,0.5610779523849487
ahora_243,y,7,19,0.48156246542930603
ahora_243,y,7,20,0.5301713943481445
ahora_243,y,7,21,0.4915309250354767
ahora_243,y,7,22,0.5372142195701599
ahora_243,y,8,0,0.19034557044506073
ahora_243,y,8,1,0.15402919054031372
ahora_243,y,8,2,0.1538887917995453
ahora_243,y,8,3,0.1534261703491211
ahora_243,y,8,4,0.15535685420036316
ahora_243,y,8,5,0.15638825297355652
ahora_243,y,8,6,0.15754857659339905
ahora_243,y,8,7,0.17209060490131378
ahora_243,y,8,8,0.1834225356578827
ahora_243,y,8,9,0.23494526743888855
ahora_243,y,8,10,0.23448796570301056
ahora_243,y,8,11,0.3861195743083954
ahora_243,y,8,12,0.38547956943511963
ahora_243,y,8,13,0.6777157187461853
ahora_243,y,8,14,0.6838515996932983
ahora_243,y,8,15,0.48859620094299316
ahora_243,y,8,16,0.5445742607116699
ahora_243,y,8,17,0.42914652824401855
ahora_243,y,8,18,0.49696922302246094
ahora_243,y,8,19,0.39720889925956726
ahora_243,y,8,20,0.4683466851711273
ahora_243,y,8,21,0.4157319962978363
ahora_243,y,8,22,0.4796634614467621
ahora_243,y,9,0,0.18872036039829254
ahora_243,y,9,1,0.15028050541877747
ahora_243,y,9,2,0.14950156211853027
ahora_243,y,9,3,0.14839912950992584
ahora_243,y,9,4,0.1531691998243332
ahora_243,y,9,5,0.15457390248775482
ahora_243,y,9,6,0.15604549646377563
ahora_243,y,9,7,0.16601788997650146
ahora_243,y,9,8,0.1825743019580841
ahora_243,y,9,9,0.23376061022281647
ahora_243,y,9,10,0.23373764753341675
ahora_243,y,9,11,0.3848712146282196
ahora_243,y,9,12,0.384026437997818
ahora_243,y,9,13,0.672573983669281
ahora_243,y,9,14,0.683321475982666
ahora_243,y,9,15,0.451515257358551
ahora_243,y,9,16,0.49171003699302673
ahora_243,y,9,17,0.3804472088813782
ahora_243,y,9,18,0.43979743123054504
ahora_243,y,9,19,0.34986650943756104
ahora_243,y,9,20,0.4074631631374359
ahora_243,y,9,21,0.37269681692123413
ahora_243,y,9,22,0.4230963885784149
ahora_243,y,10,0,0.18616922199726105
ahora_243,y,10,1,0.14696449041366577
ahora_243,y,10,2,0.1458086520433426
ahora_243,y,10,3,0.144510418176651
ahora_243,y,10,4,0.15092958509922028
ahora_243,y,10,5,0.15255221724510193
ahora_243,y,10,6,0.15429070591926575
ahora_243,y,10,7,0.1631028801202774
ahora_243,y,10,8,0.18071576952934265
ahora_243,y,10,9,0.23222056031227112
ahora_243,y,10,10,0.23194915056228638
ahora_243,y,10,11,0.3803512454032898
ahora_243,y,10,12,0.3826287090778351
ahora_243,y,10,13,0.6647211909294128
ahora_243,y,10,14,0.6792854070663452
ahora_243,y,10,15,0.4211767017841339
ahora_243,y,10,16,0.46000969409942627
ahora_243,y,10,17,0.3463163673877716
ahora_243,y,10,18,0.40328365564346313
ahora_243,y,10,19,0.31739816069602966
ahora_243,y,10,20,0.3717140853404999
ahora_243,y,10,21,0.347398579120636
ahora_243,y,10,22,0.38745352625846863
ahora_243,y,11,0,0.18349304795265198
ahora_243,y,11,1,0.14367927610874176
ahora_243,y,11,2,0.14249636232852936
ahora_243,y,11,3,0.14142204821109772
ahora_243,y,11,4,0.14788933098316193
ahora_243,y,11,5,0.14983265101909637
ahora_243,y,11,6,0.15172703564167023
ahora_243,y,11,7,0.16122972965240479
ahora_243,y,11,8,0.17814964056015015
ahora_243,y,11,9,0.23114296793937683
ahora_243,y,11,10,0.2307012677192688
ahora_243,y,11,11,0.3797815442085266
ahora_243,y,11,12,0.3800811171531677
ahora_243,y,11,13,0.6457321047782898
ahora_243,y,11,14,0.6706571578979492
ahora_243,y,11,15,0.3801167607307434
ahora_243,y,11,16,0.432201087474823
ahora_243,y,11,17,0.2985610365867615
ahora_243,y,11,18,0.3667469322681427
ahora_243,y,11,19,0.2772475481033325
ahora_243,y,11,20,0.33612826466560364
ahora_243,y,11,21,0.30955439805984497
ahora_243,y,11,22,0.35716867446899414
ahora_243,y,12,0,0.18365217745304108
ahora_243,y,12,1,0.1434856653213501
ahora_243,y,12,2,0.14223848283290863
ahora_243,y,12,3,0.14108549058437347
ahora_243,y,12,4,0.1479136198759079
ahora_243,y,12,5,0.14976471662521362
ahora_243,y,12,6,0.15159016847610474
ahora_243,y,12,7,0.16126710176467896
ahora_243,y,12,8,0.17799746990203857
ahora_243,y,12,9,0.23116716742515564
ahora_243,y,12,10,0.23098541796207428
ahora_243,y,12,11,0.37982386350631714
ahora_243,y,12,12,0.3807787001132965
ahora_243,y,12,13,0.6225980520248413
ahora_243,y,12,14,0.660809338092804
ahora_243,y,12,15,0.35395175218582153
ahora_243,y,12,16,0.4064243733882904
ahora_243,y,12,17,0.26479005813598633
ahora_243,y,12,18,0.3351339101791382
ahora_243,y,12,19,0.25001391768455505
ahora_243,y,12,20,0.30665457248687744
ahora_243,y,12,21,0.2794928252696991
ahora_243,y,12,22,0.33025142550468445
ahora_243,y,13,0,0.18403606116771698
ahora_243,y,13,1,0.14374896883964539
ahora_243,y,13,2,0.14252173900604248
ahora_243,y,13,3,0.1413322240114212
ahora_243,y,13,4,0.14815150201320648
ahora_243,y,13,5,0.15004143118858337
ahora_243,y,13,6,0.15185494720935822
ahora_243,y,13,7,0.16142643988132477
ahora_243,y,13,8,0.1780817061662674
ahora_243,y,13,9,0.2316390573978424
ahora_243,y,13,10,0.23210154473781586
ahora_243,y,13,11,0.3792113959789276
ahora_243,y,13,12,0.3808034658432007
ahora_243,y,13,13,0.6064119935035706
ahora_243,y,13,14,0.6551111340522766
ahora_243,y,13,15,0.33508825302124023
ahora_243,y,13,16,0.3938693702220917
ahora_243,y,13,17,0.24703650176525116
ahora_243,y,13,18,0.3258082866668701
ahora_243,y,13,19,0.233513742685318
ahora_243,y,13,20,0.2997514307498932
ahora_243,y,13,21,0.2587068974971771
ahora_243,y,13,22,0.3218095600605011
ahora_243,y,14,0,0.18476994335651398
ahora_243,y,14,1,0.1439017802476883
ahora_243,y,14,2,0.14274762570858002
ahora_243,y,14,3,0.1415739208459854
ahora_243,y,14,4,0.14852672815322876
ahora_243,y,14,5,0.15049248933792114
ahora_243,y,14,6,0.15234842896461487
ahora_243,y,14,7,0.1616220474243164
ahora_243,y,14,8,0.1783151477575302
ahora_243,y,14,9,0.23255133628845215
ahora_243,y,14,10,0.2332429736852646
ahora_243,y,14,11,0.37813249230384827
ahora_243,y,14,12,0.38083794713020325
ahora_243,y,14,13,0.5970723032951355
ahora_243,y,14,14,0.6525086760520935
ahora_243,y,14,15,0.3332545757293701
ahora_243,y,14,16,0.3887212872505188
ahora_243,y,14,17,0.24823521077632904
ahora_243,y,14,18,0.3196618854999542
ahora_243,y,14,19,0.23472754657268524
ahora_243,y,14,20,0.2962763011455536
ahora_243,y,14,21,0.25981536507606506
ahora_243,y,14,22,0.31840980052948
ahora_243,y,15,0,0.1861705631017685
ahora_243,y,15,1,0.14411227405071259
ahora_243,y,15,2,0.14279429614543915
ahora_243,y,15,3,0.14172407984733582
ahora_243,y,15,4,0.14912216365337372
ahora_243,y,15,5,0.15106120705604553
ahora_243,y,15,6,0.1528719663619995
ahora_243,y,15,7,0.16178536415100098
ahora_243,y,15,8,0.17841805517673492
ahora_243,y,15,9,0.23441411554813385
ahora_243,y,15,10,0.23504595458507538
ahora_243,y,15,11,0.3777615427970886
ahora_243,y,15,12,0.3809121251106262
ahora_243,y,15,13,0.5944225192070007
ahora_243,y,15,14,0.6531996726989746
ahora_243,y,15,15,0.3331558108329773
ahora_243,y,15,16,0.40459591150283813
ahora_243,y,15,17,0.24878086149692535
ahora_243,y,15,18,0.33648890256881714
ahora_243,y,15,19,0.23547746241092682
ahora_243,y,15,20,0.308683842420578
ahora_243,y,15,21,0.2601834237575531
ahora_243,y,15,22,0.3308909237384796
ahora_243,y,16,0,0.186385378241539
ahora_243,y,16,1,0.14420205354690552
ahora_243,y,16,2,0.14288227260112762
ahora_243,y,16,3,0.1418582648038864
ahora_243,y,16,4,0.14932343363761902
ahora_243,y,16,5,0.15116962790489197
ahora_243,y,16,6,0.15291649103164673
ahora_243,y,16,7,0.16189856827259064
ahora_243,y,16,8,0.1784602254629135
ahora_243,y,16,9,0.23482820391654968
ahora_243,y,16,10,0.23553678393363953
ahora_243,y,16,11,0.3762214779853821
ahora_243,y,16,12,0.3804295063018799
ahora_243,y,16,13,0.6004347205162048
ahora_243,y,16,14,0.6533840298652649
ahora_243,y,16,15,0.3522781431674957
ahora_243,y,16,16,0.41644006967544556
ahora_243,y,16,17,0.27504709362983704
ahora_243,y,16,18,0.3522823750972748
ahora_243,y,16,19,0.2581118643283844
ahora_243,y,16,20,0.32201340794563293
ahora_243,y,16,21,0.28325921297073364
